연번,인허가기관,시도,시군구,업체명,소재지,대표전화,업종,처리방법
193,낙동강유역환경청,부산광역시,중구,신세기기업(주),부산광역시 중구 충장대로9번길 18 2층 (중앙동4가),051-466-8181,수집·운반업,수집·운반
194,낙동강유역환경청,부산광역시,해운대구,한울로지스틱스,"부산 해운대구 좌동순환로 473 ,216호 (중동, 해운대로데오아울렛)",051-791-1166,수집·운반업,수집·운반
195,낙동강유역환경청,부산광역시,기장군,(주)티아이맥,부산 기장군 장안읍 고무로 288,051-758-8340,수집·운반업,수집·운반
196,낙동강유역환경청,부산광역시,중구,(주)오션클린서비스,부산 중구 충장대로 9번길 31 굿어스빌딩 702호,051-996-9993,수집·운반업,수집·운반
197,낙동강유역환경청,부산광역시,동래구,(주)매일환경,부산 동래구 안락동 422-20,051-556-2259,수집·운반업,수집·운반
198,낙동강유역환경청,부산광역시,북구,(주)세원씨오,"부산 북구 백양대로1172번길 12 (구포동,2층)",051-941-5176,수집·운반업,수집·운반
199,낙동강유역환경청,부산광역시,강서구,(주)세환건영,부산 강서구 낙동남로 1042,051-271-1462,수집·운반업,수집·운반
200,낙동강유역환경청,부산광역시,연제구,(주)용호환경,"부산 연제구 중앙대로1043번길 34 (연산동,한창타운 303호)",051-868-1242~4,수집·운반업,수집·운반
201,낙동강유역환경청,울산광역시,남구,(주)새길물류,울산 남구 두왕동411-1,052-268-6776,수집·운반업,수집·운반
202,낙동강유역환경청,울산광역시,남구,동광엘앤이(주),울산광역시 남구 산업로 100 (상개동)내트럭(주) 울산사업소 408호,052-260-7472,수집·운반업,수집·운반
203,낙동강유역환경청,울산광역시,남구,세아산업(주),울산광역시 남구 산업로 92,052-261-8555,수집·운반업,수집·운반
204,낙동강유역환경청,울산광역시,남구,NC울산(주)-운반자,"울산 남구 용잠로 339 (용잠동,NCC(주))",052-256-0111,수집·운반업,수집·운반
205,낙동강유역환경청,울산광역시,남구,신영산업(주),울산광역시 남구 산업로 100 301호(상개동),052-256-0755,수집·운반업,수집·운반
206,낙동강유역환경청,울산광역시,남구,(주)영진화학,울산광역시 남구 용잠로 328,052-256-1597,수집·운반업,수집·운반
207,낙동강유역환경청,울산광역시,남구,삼진공사,울산 남구 야음동219-6,052-265-3020,수집·운반업,수집·운반
208,낙동강유역환경청,울산광역시,남구,(주)우영엔텍,울산 남구 상개동50번지 402호,052-260-2641,수집·운반업,수집·운반
209,낙동강유역환경청,울산광역시,남구,(주)삼경에너지,울산광역시 남구 용연로 295-150 4층,052-258-7670,수집·운반업,수집·운반
210,낙동강유역환경청,울산광역시,남구,(주)블루엔텍,울산광역시 남구 장생포고래로 307 1층,052-716-1101,수집·운반업,수집·운반
211,낙동강유역환경청,울산광역시,북구,덕진엔지니어링(주),울산광역시 북구 진장24길 3 302호,052-243-8101,수집·운반업,수집·운반
212,낙동강유역환경청,울산광역시,울주군,(주)케이지엑스,울산 울주군 온산읍 화산리1040,052-231-6418,수집·운반업,수집·운반
213,낙동강유역환경청,울산광역시,울주군,(유)봉산물류,"울산 울주군 청량면덕하로33, 비동7호",052-258-3004,수집·운반업,수집·운반
214,낙동강유역환경청,울산광역시,울주군,(주)대동에너지,울산 울주군 청량면덕정로 66,052-267-8322,수집·운반업,수집·운반
215,낙동강유역환경청,울산광역시,울주군,청록환경(주),울산 울주군 웅촌면 웅촌로 496,052-221-6333,수집·운반업,수집·운반
216,낙동강유역환경청,울산광역시,울주군,(주)한창환경,울산 울주군 온양읍 망양리275-1,052-260-0049,수집·운반업,수집·운반
217,낙동강유역환경청,울산광역시,울주군,(주)명신정유(운반자),울산광역시 울주군 삼남읍 공암공단로 16-21,055-364-6605,수집·운반업,수집·운반
218,낙동강유역환경청,울산광역시,울주군,신흥에너텍(주),울산 울주군 온산읍 화산로화산로 19,052-237-5155,수집·운반업,수집·운반
219,낙동강유역환경청,울산광역시,울주군,지에코시스(주),울산광역시 울주군 청량읍 덕하로 33 B동 12호 (울주종함화물터미널(주)),052-267-8944,수집·운반업,수집·운반
220,낙동강유역환경청,울산광역시,울주군,(주)정도이엔이,울산광역시 울주군 웅촌면 은현공단2길 12,052-716-4001,수집·운반업,수집·운반
221,낙동강유역환경청,울산광역시,울주군,(주)에코앤리소스,울산 울주군 삼동면 삼동로 63,052-913-3625,수집·운반업,수집·운반
222,낙동강유역환경청,울산광역시,울주군,(주)그린환경로직스,울산광역시 울주군 청량읍 덕정로 66 212호,052-273-6138,수집·운반업,수집·운반
223,낙동강유역환경청,울산광역시,울주군,(주)에코티엔엘,"울산광역시 울주군 청량면 덕정로66, 110호",052-277-4321,수집·운반업,수집·운반
224,낙동강유역환경청,울산광역시,울주군,대신에너지,울산광역시 울주군 온산읍 종동길 57,052-237-8838,수집·운반업,수집·운반
225,낙동강유역환경청,울산광역시,울주군,주식회사 케이에이치물류,"울산광역시 울주군 청량읍 상남2길 31-20, 401호(화이트하우스)",052-256-8857,수집·운반업,수집·운반
226,낙동강유역환경청,울산광역시,울주군,삼양통운(주),울산광역시 울주군 청량면 화창6길 16,0522583630,수집·운반업,수집·운반
227,낙동강유역환경청,울산광역시,울주군,태영이앤엘 주식회사,울산 울주군 온산읍 덕신로 326,052-237-0912,수집·운반업,수집·운반
228,낙동강유역환경청,울산광역시,울주군,(주)에스지물류,울산 울주군 온산읍 명봉거남로 199,052-257-7650,수집·운반업,수집·운반
229,낙동강유역환경청,경상남도,고성군,(주)그린환경,경남 고성군 고성읍 이당리294-2,055-674-7766,수집·운반업,수집·운반
230,낙동강유역환경청,경상남도,김해시,(주)태창크린텍,경상남도 김해시 진영읍 본산로219번길 10,055-322-3274,수집·운반업,수집·운반
231,낙동강유역환경청,경상남도,김해시,세종환경,경남 김해시 진영읍 본산리1204-3,055-345-6217,수집·운반업,수집·운반
232,낙동강유역환경청,경상남도,김해시,에이스환경,경상남도 김해시 번화1로44번길 31 508호,055-326-5188,수집·운반업,수집·운반
233,낙동강유역환경청,경상남도,김해시,청해티엔에스,경남 김해시 화목동702-8,055-323-2833,수집·운반업,수집·운반
234,낙동강유역환경청,경상남도,김해시,대양이엔티,경상남도 김해시 한림면 가동로103번길 10,055-342-2377,수집·운반업,수집·운반
235,낙동강유역환경청,경상남도,김해시,(주)강명산업사,경상남도 김해시 김해대로1685번길 13,055-339-9852,수집·운반업,수집·운반
236,낙동강유역환경청,경상남도,김해시,(주)삼우오엔이,경남 김해시 한림면 김해대로916번길 219,055-326-6613,수집·운반업,수집·운반
237,낙동강유역환경청,경상남도,김해시,남도환경(주),경남 김해시 한림면 용덕리825,055-321-6782,수집·운반업,수집·운반
238,낙동강유역환경청,경상남도,김해시,(주)금화로지스,경상남도 김해시 함박로 51 2층,055-327-9867,수집·운반업,수집·운반
239,낙동강유역환경청,경상남도,김해시,부용환경물류(주),경남 김해시 생림면 장재로520번길 8-71,055-324-4906,수집·운반업,수집·운반
240,낙동강유역환경청,경상남도,김해시,(주)삼일환경,경남 김해시 진례면 서부로 520,055-336-5131,수집·운반업,수집·운반
241,낙동강유역환경청,경상남도,김해시,(주)재경산업,경남 김해시 안곡로 136,055-338-7762,수집·운반업,수집·운반
242,낙동강유역환경청,경상남도,김해시,미래환경(김해),"경남 김해시 한림면 김해대로927번길 155-1, 2층",055-322-0772,수집·운반업,수집·운반
243,낙동강유역환경청,경상남도,김해시,가야이앤애스(가야E`S),경남 김해시 진영읍 진영리1591-2 성주빌 204호,055-343-1361,수집·운반업,수집·운반
244,낙동강유역환경청,경상남도,김해시,(주)이알,경상남도 김해시 한림면 안하로116번길 42,055-321-2203,수집·운반업,수집·운반
245,낙동강유역환경청,경상남도,김해시,(주)해암물류,경남 김해시 상동면 상동로 265-7,055-333-3286,수집·운반업,수집·운반
246,낙동강유역환경청,경상남도,김해시,청호이엔지,경상남도 김해시 상동면 동북로473번길 220,070-8633-0116,수집·운반업,수집·운반
247,낙동강유역환경청,경상남도,김해시,용현산업,경상남도 김해시 칠산로413번길 6,055-323-5534,수집·운반업,수집·운반
248,낙동강유역환경청,경상남도,김해시,한스틸,경남 김해시 진례면 고모리고모로526번길 51-9,055-345-7057,수집·운반업,수집·운반
249,낙동강유역환경청,경상남도,김해시,주식회사 제일자원(운반),경상남도 김해시 진영읍 본산로269번길 28,055-342-3625,수집·운반업,수집·운반
250,낙동강유역환경청,경상남도,김해시,대동산업,경상남도 김해시 상동면 동북로1007번길 34,055-342-6757,수집·운반업,수집·운반
251,낙동강유역환경청,경상남도,김해시,(주)용현산업,경남 김해시 주촌면 서부로 1644-65,055-362-7229,수집·운반업,수집·운반
252,낙동강유역환경청,경상남도,김해시,디유환경,경상남도 김해시 안곡로 132,055-342-2797,수집·운반업,수집·운반
253,낙동강유역환경청,경상남도,김해시,김해환경,"경상남도 김해시 김해대로 1705, 2층",055-331-1606,수집·운반업,수집·운반
254,낙동강유역환경청,경상남도,김해시,(주)조은에스앤씨,경남 김해시 진영읍 김해대로 245 206호,055-346-6884,수집·운반업,수집·운반
255,낙동강유역환경청,경상남도,사천시,(주)장산환경,경남 사천시 송포공단길 72-36,055-835-1445,수집·운반업,수집·운반
256,낙동강유역환경청,경상남도,사천시,한솔환경산업(주),경남 사천시 벌용길 118,0558338350,수집·운반업,수집·운반
257,낙동강유역환경청,경상남도,사천시,오케이환경(주),경남 사천시 축동면 내축로 104,,수집·운반업,수집·운반
258,낙동강유역환경청,경상남도,양산시,득원산업,경남 양산시 북정공단1길 97,055-366-0122,수집·운반업,수집·운반
259,낙동강유역환경청,경상남도,양산시,제일씨엔오,경남 양산시 상북면대석리1343-3,055-363-3212,수집·운반업,수집·운반
260,낙동강유역환경청,경상남도,양산시,(주)엔엘티에스,경남 양산시 산막공단북4길 30,055-387-5235,수집·운반업,수집·운반
261,낙동강유역환경청,경상남도,양산시,주식회사 동남정유,경남 양산시 산막공단남6길 63,055-335-3521,수집·운반업,수집·운반
262,낙동강유역환경청,경상남도,양산시,대진기업(주),경상남도 양산시 상북면 상북중앙로 129,055-375-7888,수집·운반업,수집·운반
263,낙동강유역환경청,경상남도,양산시,(주)혁진,경남 양산시 산막공단북5길 23,055-385-6578,수집·운반업,수집·운반
264,낙동강유역환경청,경상남도,양산시,(주)경남로지스,경남 양산시 산막공단로 56,055-387-2277,수집·운반업,수집·운반
265,낙동강유역환경청,경상남도,양산시,(주)동남정유 제2공장,경남 양산시 산막공단북4길 30,055-335-3521,수집·운반업,수집·운반
