연번,업체명,주소,대표전화,시설분류,취급가스물질,CAS번호,허가량,법정기준일,관할지사
181,에스케이하이닉스(주)-1공장,충청북도 청주시 흥덕구 대신로 215 하이닉스반도체,0439073463,일반저장,CO,630-08-0,1020.96㎥,,충북본부
182,에스케이하이닉스(주)-1공장,충청북도 청주시 흥덕구 대신로 215 하이닉스반도체,0439073463,일반저장,BF3,7637-07-2,.099Ton,,충북본부
183,에스케이하이닉스(주)-1공장,충청북도 청주시 흥덕구 대신로 215 하이닉스반도체,0439073463,일반저장,AsH3,7784-42-1,.057Ton,,충북본부
184,에스케이하이닉스(주)-1공장,충청북도 청주시 흥덕구 대신로 215 하이닉스반도체,0439073463,일반저장,1%PH3/He,7803-51-2,106.5㎥,,충북본부
185,에스케이하이닉스(주)-1공장,충청북도 청주시 흥덕구 대신로 215 하이닉스반도체,0439073463,일반저장,0.1%B2H6/H2,19287-45-7,354.24㎥,,충북본부
186,에스케이하이닉스(주)-1공장,충청북도 청주시 흥덕구 대신로 215 하이닉스반도체,0439073463,일반저장,NH3,7664-41-7,5.914Ton,,충북본부
187,에스케이하이닉스(주)-1공장,충청북도 청주시 흥덕구 대신로 215 하이닉스반도체,0439073463,일반저장,CL2,7782-50-5,1.763Ton,,충북본부
188,에스케이하이닉스(주)-1공장,충청북도 청주시 흥덕구 대신로 215 하이닉스반도체,0439073463,일반저장,NO,10102-43-9,681.6㎥,,충북본부
189,에스케이하이닉스(주)-1공장,충청북도 청주시 흥덕구 대신로 215 하이닉스반도체,0439073463,일반저장,CL2,7782-50-5,.062Ton,,충북본부
190,에스케이하이닉스(주)-1공장,충청북도 청주시 흥덕구 대신로 215 하이닉스반도체,0439073463,일반저장,CL2,7782-50-5,1.095Ton,,충북본부
191,에스케이하이닉스(주)-1공장,충청북도 청주시 흥덕구 대신로 215 하이닉스반도체,0439073463,일반저장,F2/Ar/Kr/He/Ne,7782-41-4,69.2㎥,,충북본부
192,(주)주원산오리,충청북도 진천군 광혜원면 진광로 941-5,0435306321,냉동제조,암모니아,7664-41-7,171.6RT,20120814,충북본부
193,홍영식품(주),충청북도 진천군 이월면 진광로 460 홍영식품(주),0435347055,냉동제조,암모니아,7664-41-7,277.8RT,20000722,충북본부
194,홍영식품(주),충청북도 진천군 이월면 진광로 460 홍영식품(주),0435347055,냉동제조,암모니아,7664-41-7,29.2RT,19990722,충북본부
195,(주)체리부로,충청북도 진천군 이월면 생거진천로 1770,0435336681,냉동제조,암모니아,7664-41-7,598RT,20061107,충북본부
196,(주)체리부로,충청북도 진천군 이월면 생거진천로 1770,0435336681,냉동제조,암모니아,7664-41-7,148.62RT,20150507,충북본부
197,매일유업(주),충청북도 영동군 매곡면 괘방령로 730-20,0437409400,냉동제조,암모니아,7664-41-7,65.13RT,20050324,충북본부
198,(사)현도산업단지입주회,충청북도 청주시 서원구 현도면 현도공단로 174-18 현도지방산업단지,0432794952,특고사용,염소,7782-50-5,800㎏,20000125,충북본부
199,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,암모니아,7664-41-7,30Ton,20021105,충북본부
200,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,암모니아,7664-41-7,77.149Ton/day,20021105,충북본부
201,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,암모니아,7664-41-7,19.51Ton,20021105,충북본부
202,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,암모니아,7664-41-7,20.3Ton,20021105,충북본부
203,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,암모니아,7664-41-7,19.348Ton,20021105,충북본부
204,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,암모니아,7664-41-7,10Ton,20021105,충북본부
205,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,암모니아,7664-41-7,25.5Ton,20021105,충북본부
206,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,암모니아,7664-41-7,10Ton,20021105,충북본부
207,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,6%PH3/N2,7803-51-2,14.2㎥,20021105,충북본부
208,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,15%PH3+H2,7803-51-2,7.1㎥,20021105,충북본부
209,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,500ppmPH3+H2,7803-51-2,7.1㎥,20021105,충북본부
210,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,삼염화붕소,10294-34-5,.1Ton,20021105,충북본부
211,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,포스핀,7803-51-2,.069Ton,20021105,충북본부
212,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,불소,7782-41-4,132.48N㎥/day,20081105,충북본부
213,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,불소,7782-41-4,26.88N㎥/day,20081105,충북본부
214,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,불소,7782-41-4,194.4㎥,20081105,충북본부
215,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,불소,7782-41-4,62.4N㎥/day,20081105,충북본부
216,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,삼불화붕소,7637-07-2,13.3㎥,20081105,충북본부
217,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,삼불화붕소,7637-07-2,13.3㎥,20081105,충북본부
218,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,삼불화붕소,7637-07-2,20.81N㎥/day,20081105,충북본부
219,(주)원익머트리얼즈\_1공장,충청북도 청주시 청원구 오창읍 과학산업3로 112,0432104683,일반제조,삼불화붕소,7637-07-2,20.81N㎥/day,20081105,충북본부
220,에어프로덕츠코리아(주),충청북도 청주시 흥덕구 옥산면 과학산업3로 20,0432189735,일반제조,일산화질소,10102-43-9,16㎥,20160901,충북본부
221,에어프로덕츠코리아(주),충청북도 청주시 흥덕구 옥산면 과학산업3로 20,0432189735,일반제조,아황산가스,7446-09-5,.05Ton,20160901,충북본부
222,에어프로덕츠코리아(주),충청북도 청주시 흥덕구 옥산면 과학산업3로 20,0432189735,일반제조,일산화탄소,630-08-0,133㎥,20160901,충북본부
223,에어프로덕츠코리아(주),충청북도 청주시 흥덕구 옥산면 과학산업3로 20,0432189735,일반제조,황화수소,7783-06-4,11.9㎏,20160901,충북본부
224,에어프로덕츠코리아(주),충청북도 청주시 흥덕구 옥산면 과학산업3로 20,0432189735,일반판매,일산화탄소,630-08-0,0,20221102,충북본부
225,에어프로덕츠코리아(주),충청북도 청주시 흥덕구 옥산면 과학산업3로 20,0432189735,일반저장,CO,630-08-0,74㎥,20250908,충북본부
226,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,PH3/H2,7803-51-2,11.57㎥,20050705,충북본부
227,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,15%ASH3/H2,7784-42-1,1.87㎥,20050705,충북본부
228,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,50%SiH4,7803-62-5,213.62㎥,20050705,충북본부
229,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,포스핀,7803-51-2,11.57㎥,20050705,충북본부
230,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,암모니아,7664-41-7,.464Ton,20050705,충북본부
231,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,사불화규소,7783-61-1,2.11㎥,20050705,충북본부
232,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,삼불화붕소,7637-07-2,8.77㎥,20050705,충북본부
233,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,일산화질소,10102-43-9,21.29㎥,20050705,충북본부
234,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,염소,7782-50-5,.439Ton,20050705,충북본부
235,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,브롬화수소,10035-10-6,.09Ton,20050705,충북본부
236,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,삼염화붕소,10294-34-5,.502Ton,20050705,충북본부
237,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,육불화텅스텐,7783-82-6,.516Ton,20050705,충북본부
238,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,알진,7784-42-1,1.2㎥,20050705,충북본부
239,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,디실란,1590-87-0,.07Ton,20050705,충북본부
240,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,디보레인,19287-45-7,61.71㎥,20050705,충북본부
241,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,모노게르만,7782-65-2,21.29㎥,20050705,충북본부
242,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,염화수소,7647-01-0,.052Ton,20050705,충북본부
243,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,일산화탄소,630-08-0,2.16㎥,20050705,충북본부
244,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,1%PH3/N2,7803-51-2,215.76㎥,20050705,충북본부
245,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,PH3/H2,7803-51-2,29.97㎥,20050705,충북본부
246,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,특고사용,포스핀,7803-51-2,1586㎥,,충북본부
247,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,특고사용,암모니아,7664-41-7,7120㎏,,충북본부
248,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,특고사용,디보레인,19287-45-7,.284㎥,20230228,충북본부
249,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,NH3,7664-41-7,.378Ton,20250630,충북본부
250,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,NH3,7664-41-7,.141Ton,20250630,충북본부
251,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,SiF4,7783-61-1,6.251㎥,20250630,충북본부
252,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,NO,10102-43-9,4.08㎥,20250630,충북본부
253,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,CL2,7782-50-5,.587Ton,20250630,충북본부
254,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,1%PH3/N2,7803-51-2,10.237㎥,20250630,충북본부
255,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,5%B2H6/N2,19287-45-7,14.194㎥,20250630,충북본부
256,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,SiF4,7783-61-1,6.251㎥,20250630,충북본부
257,에스케이키파운드리 주식회사,충청북도 청주시 흥덕구 대신로 215 설비기술팀,0437183035,일반저장,모노실란,7803-62-5,65.706㎥,20250630,충북본부
258,단일가스켐(주),충청북도 청주시 청원구 오창읍 과학산업2로 587-6,0432410070,일반판매,산화에틸렌,75-21-8,0,20070227,충북본부
259,에스케이하이닉스(주)-3공장,충청북도 청주시 흥덕구 직지대로 337,0439073463,일반저장,암모니아,7664-41-7,5.677Ton,20080312,충북본부
260,에스케이하이닉스(주)-3공장,충청북도 청주시 흥덕구 직지대로 337,0439073463,일반저장,5%B2H6/N2,19287-45-7,328.86㎥,20140515,충북본부
