갈래,업체명,권역,시도,시군구,주소,대표전화,허가현황,처리가능폐기물,보유장비,자료출처
수집·운반,(주)면강,경상권역,경상북도,포항시,경북 포항시 남구 오천읍 냉천로 540,0542781700,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"지정폐기물(액,고상)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)모드멘,경상권역,경상북도,구미시,경상북도 구미시 3공단3로 46-79 (시미동),054-473-1116,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 4대,03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)민심산업,경상권역,경상북도,고령군,경북 고령군 다산면 나정리367,054-956-6879,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"지정폐기물(액,고상) : 폐유,폐유기용제,폐페인트",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)보원에코,경상권역,경상북도,포항시,경북 포항시 남구 연일읍 철강로107번길 17-6,054-285-3088,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"지정폐기물(액상, 고상)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)비씨에너지,경상권역,경상북도,경주시,경북 경주시 외동읍 개곡공단길 128,054-748-5960,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 종합 재활용업 · 처리방법 재활용 / 종합재활용 (대구지방환경청) / 수집운반 (대구지방환경청),"폐유(액상, 60톤/일), 폐윤활유(액상, 20톤/일), 폐유기용제, 폐페인트 및 폐락카",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)삼한알엔텍,경상권역,경상북도,영천시,경북 영천시 채신1공단길 60-8,054-338-5584,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 종합 재활용업 · 처리방법 재활용 / 종합재활용 (대구지방환경청),"폐유기용제(할로겐족, 그 밖의 폐유기용제)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)서원이엔티,경상권역,경상북도,경주시,경북 경주시 안강읍 두류길 178-12,054-763-7301,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)서흥산업,경상권역,경상북도,구미시,경상북도 구미시 봉곡남로9길 5 (봉곡동),,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)성은,경상권역,경상북도,칠곡군,경북 칠곡군 북삼읍 율리769-9,054-972-8147,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 종합 재활용업 · 처리방법 재활용 / 종합재활용 (대구지방환경청) / 수집운반 (대구지방환경청),"폐산(폐염산, 폐황산, 기타폐산), 폐알카리",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)성진티에스,경상권역,경상북도,포항시,경북 포항시 남구 효성로 70-20 201호,054-272-8190,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"지정폐기물(고상) : 분진,소각재,폐주물사 및 샌드브라스트, 폐페인트",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)세화정유,경상권역,경상북도,영천시,경북 영천시 금호읍 칠백로 746,054-331-7403,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 종합 재활용업 · 처리방법 재활용 / 종합재활용 (대구지방환경청) / 수집운반 (대구지방환경청),폐유(액상),,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)안석개발(운반자),경상권역,경상북도,상주시,경상북도 상주시 외서면 북상주로 783-7,054-541-9316,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)에스에이치로지스-,경상권역,경상북도,구미시,"경북 구미시 인동25길 15, 202호",0544730208,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)에스에이치산업,경상권역,경상북도,영천시,경상북도 영천시 채신1공단길 74-22,054-331-4997,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),액상(폐산),,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)에스피켐텍,경상권역,경상북도,영천시,경북 영천시 금호읍 도남공단1길 5-35,054-332-1191,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 종합 재활용업 · 처리방법 재활용 / 종합재활용 (대구지방환경청) / 수집운반 (대구지방환경청),"폐산(폐염산, 폐황산, 기타폐산), 그 밖의 공정오니",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)에스피환경,경상권역,경상북도,영천시,경북 영천시 도남공단3길 25,054-336-0280,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 중간처분업 · 처리방법 소각 · 대구지방환경청 / 수집운반 (대구지방환경청),"고상-폐농약,분진,소각재,폐유,폐유기용제,폐사,폐내화물,광재,오니류,폐페인트,폐석면",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)유일,경상권역,경상북도,포항시,경북 포항시 남구 포스코대로 437,054-222-5204,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"분진,소각재,폐페인트,폐주물사,폐유(단, 고상)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)유진씨엔디,경상권역,경상북도,고령군,경북 고령군 다산면 사문나루길 94-2,053-624-5800,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)자연환경,경상권역,경상북도,영천시,경북 영천시 도남공단3길 2,054-336-5200,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)중앙환경산업,경상권역,경상북도,김천시,경북 김천시 덕곡동673-2(아포대로 56-39),054-430-4244,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)중원,경상권역,경상북도,김천시,경상북도 김천시 양천동 114-5,054-810-8595,폐기물 수집·운반업체 (구미센터 관할),그 밖의 무기성오니 / 폐수처리오니,덤프트럭 4대,03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)진영이앤아이,경상권역,경상북도,구미시,"경상북도 구미시 산동읍 첨단기업1로 17, 구미전자정보기술원 혁신관 203호",054-472-0085,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)카이텍,경상권역,경상북도,구미시,경상북도 구미시 인동43길 21 (구평동),,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)클린코리아안강공장,경상권역,경상북도,경주시,경북 경주시 안강읍 두류길 162,054-762-7672,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 종합 재활용업 · 처리방법 재활용 / 종합재활용 (대구지방환경청) / 수집운반 (대구지방환경청),"폐유(액상),폐유기용제(비할로겐족액상),폐페인트(액상)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)태인산업,경상권역,경상북도,칠곡군,경북 칠곡군 기산면 남평로 120,054-974-5599,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),지정폐기물(고상),,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)태흥환경개발,경상권역,경상북도,구미시,"경북 구미시 장천면 신장리 626-5, 1, 11",054-475-2288,수집운반 (대구지방환경청),"지정폐기물(액,고상)",,13 지정폐기물 처리업체(대구청)
수집·운반,"(주)태흥환경개발(운,처리자)",경상권역,경상북도,구미시,경북 구미시 장천면 신장리626-5,054-475-2288,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)티케이케미칼수지공장,경상권역,경상북도,구미시,경북 구미시 1공단로6길 121,054-469-0204,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 중간처분업 · 처리방법 기타 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)팔팔로지스,경상권역,경상북도,구미시,"경상북도 구미시 임은길 39, 2층 (임은동)",054-461-8805,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 11대,03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)피앤비,경상권역,경상북도,포항시,경북 포항시 남구 오천읍 정몽주로 793,054-292-0095,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),분진,,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)피제이산업,경상권역,경상북도,영천시,경북 영천시 청통면 장수로 430,054-292-2290,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"액상(폐유, 폐유기용제, 폐페인트, 폐락카, 폐산, 폐알칼리, 폐농약, 폴리클로리네이티드비페닐 함유 폐기물)
고상(폐유, 폐유기용제, 폐페인트, 폐락카, 분진, 오니류, 폐농약, 광재, 폐주물사 및 폐사, 소각재, 폐촉매, 폐흡착제 및 폐흡수제), 폐유독물질",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)한국이앤티,경상권역,경상북도,구미시,경북 구미시 인동가산로 562,054-474-8087,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),지정폐기물(액상),,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)한백에코개발,경상권역,경상북도,김천시,경북 김천시 구농고6길 6,054-435-4343,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),지정폐기물(고상),,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)희망플라스틱,경상권역,경상북도,구미시,경상북도 구미시 고아읍 파산2길 19-1,054-482-7380,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 3대,03 지자체 관할 폐기물·중장비 업체
수집·운반,E-라이프산업사,경상권역,경상북도,구미시,"경북 구미시 송동로 162(도량동), 202호",054-475-1573,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,㈜금광운수,경상권역,경상북도,구미시,경상북도 구미시 구미중앙로42길 5-66,,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 6대,03 지자체 관할 폐기물·중장비 업체
수집·운반,㈜다산특수,경상권역,경상북도,경산시,"경북 경산시 자인면 금박로 177, 2층",053-857-5192,수집운반 (대구지방환경청),지정폐기물(액상),,13 지정폐기물 처리업체(대구청)
